#¹ ï/ï	t		Uin		Uout
100
0	20.000000	0.000000	35.000000
1	20.700000	0.000000	35.000000
2	21.400000	0.000000	35.000000
3	22.100000	0.000000	35.000000
4	22.800000	0.000000	35.000000
5	23.500000	0.000000	35.000000
6	24.200000	0.000000	35.000000
7	24.900000	0.000000	35.000000
8	25.600000	0.000000	35.000000
9	26.300000	0.000000	35.000000
10	27.000000	0.000000	35.000000
11	27.700000	0.000000	35.000000
12	28.400000	0.000000	35.000000
13	29.100000	0.000000	35.000000
14	29.800000	0.000000	35.000000
15	30.500000	2.500000	35.000000
16	31.200000	6.000000	35.000000
17	31.900000	9.500000	35.000000
18	32.600000	13.000000	42.500000
19	33.300000	16.500000	51.250000
20	34.000000	20.000000	60.000000
21	34.700000	23.500000	68.750000
22	35.400000	27.000000	77.500000
23	36.100000	30.500000	85.000000
24	36.800000	34.000000	85.000000
25	37.500000	37.500000	85.000000
26	38.200000	41.000000	85.000000
27	38.900000	44.500000	85.000000
28	39.600000	48.000000	85.000000
29	40.300000	51.500000	85.000000
30	41.000000	55.000000	85.000000
31	41.700000	58.500000	85.000000
32	42.400000	62.000000	85.000000
33	43.100000	65.500000	85.000000
34	43.800000	69.000000	85.000000
35	44.500000	72.500000	85.000000
36	45.200000	74.666667	85.000000
37	45.900000	73.500000	85.000000
38	46.600000	72.333333	85.000000
39	47.300000	71.166667	85.000000
40	48.000000	70.000000	85.000000
41	48.700000	68.833333	85.000000
42	49.400000	67.666667	85.000000
43	50.100000	66.500000	85.000000
44	50.800000	65.333333	85.000000
45	51.500000	64.166667	85.000000
46	52.200000	63.000000	85.000000
47	52.900000	61.833333	85.000000
48	53.600000	60.666667	85.000000
49	54.300000	59.500000	85.000000
50	55.000000	58.333333	85.000000
51	55.700000	57.166667	85.000000
52	56.400000	56.000000	85.000000
53	57.100000	54.833333	85.000000
54	57.800000	53.666667	85.000000
55	58.500000	52.500000	85.000000
56	59.200000	51.333333	85.000000
57	59.900000	50.166667	85.000000
58	60.600000	49.000000	85.000000
59	61.300000	47.833333	85.000000
60	62.000000	46.666667	85.000000
61	62.700000	45.500000	85.000000
62	63.400000	44.333333	85.000000
63	64.100000	43.166667	85.000000
64	64.800000	42.000000	85.000000
65	65.500000	40.833333	85.000000
66	66.200000	39.666667	85.000000
67	66.900000	38.500000	85.000000
68	67.600000	37.333333	85.000000
69	68.300000	36.166667	85.000000
70	69.000000	35.000000	85.000000
71	69.700000	33.833333	85.000000
72	70.400000	32.666667	85.000000
73	71.100000	31.500000	85.000000
74	71.800000	30.333333	85.000000
75	72.500000	29.166667	82.916667
76	73.200000	28.000000	80.000000
77	73.900000	26.833333	77.083333
78	74.600000	25.666667	74.166667
79	75.300000	24.500000	71.250000
80	76.000000	23.333333	68.333333
81	76.700000	22.166667	65.416667
82	77.400000	21.000000	62.500000
83	78.100000	19.833333	59.583333
84	78.800000	18.666667	56.666667
85	79.500000	17.500000	53.750000
86	80.200000	16.333333	50.833333
87	80.900000	15.166667	47.916667
88	81.600000	14.000000	45.000000
89	82.300000	12.833333	42.083333
90	83.000000	11.666667	39.166667
91	83.700000	10.500000	36.250000
92	84.400000	9.333333	35.000000
93	85.100000	8.166667	35.000000
94	85.800000	7.000000	35.000000
95	86.500000	5.833333	35.000000
96	87.200000	4.666667	35.000000
97	87.900000	3.500000	35.000000
98	88.600000	2.333333	35.000000
99	89.300000	1.166667	35.000000
100	90.000000	0.000000	35.000000
#dt=0.700000
